Golang Golang | w_freq: 2 - 2 | wiki_freq: 21 - 11 | sentence_idx: 2076 | align_1: 4-3 | align_2: 5-8 | entity: Golang - none |    IronFunctions is written on Golang and really supports functions in any language . ||| IronFunctions 是 在 Golang 上 编写 的 ， 并且 真正 支持 任何 语言 的 函数 。 
SR-71 SR-71 | w_freq: 4 - 4 | wiki_freq: 775 - 160 | sentence_idx: 192484 | align_1: 7-5 | align_2: 8-10 | entity: SR-71 - none |    Since it was built to intercept the SR-71 it was required to have an extreme speed , hence its Mach 3.2 top capability . ||| 由于 它 是 为了 拦截 SR-71 而 建造 的 ， 因此 需要 具有 极 高 的 速度 ， 因此 它 具有 Mach 3.2 的 顶级 能力 。 

Florentino 弗洛伦蒂诺 | w_freq: 9 - 4 | wiki_freq: 1000 - 12 | sentence_idx: 192925 | align_1: 3-2 | align_2: 4-6 | entity: Florentino - 弗洛伦蒂诺 |    Of course , Florentino can get him , nothing is impossible in life . ||| “ 当然 弗洛伦蒂诺 [ 佩雷斯 ] 可以 得到 他 ， 生活 中 没有 什么 是 不 可能 的 。 

Benefits Benefits | w_freq: 53 - 6 | wiki_freq: 4941 - 11 | sentence_idx: 193035 | align_1: 2-2 | align_2: 3-6 | entity: Friends With Benefits - none |    Friends With Benefits – Complete a Companion Activity in each camp . ||| Friends With Benefits （ 铜杯 ） - 在 每个 营地 完成 一个 同伴 活动 （ Companion Activity ） 

Amitabha Amitabha | w_freq: 3 - 2 | wiki_freq: 578 - 1 | sentence_idx: 193156 | align_1: 18-16 | align_2: 19-24 | entity: Amitabha - none |    But , for example , if I want to teach this to westerners , I just say " Amitabha , " just the name part—to simplify it . ||| 但是 ， 比如 ， 如果 我 要 对 西方人 教授 这个 ， 我 只 说 " Amitabha " （ 「 阿弥 他 巴 」 ， 只是 名号 部分 —— 来 简化 之 。 

Burberry Burberry | w_freq: 15 - 14 | wiki_freq: 909 - 89 | sentence_idx: 194090 | align_1: 10-17 | align_2: 11-22 | entity: Burberry - none |    Unexpectedly , 90 years later , the British luxury brand Burberry is still repeating a similar story . ||| 没 想到  , 在 90 年后 的 今天   , 英国 奢侈 品牌 巴宝莉 ( Burberry ) 竟 然 还 在 重复 着 类似 的 故事 。 

Chop Chop | w_freq: 7 - 7 | wiki_freq: 1983 - 34 | sentence_idx: 196319 | align_1: 13-15 | align_2: 14-19 | entity: Conan Chop Chop - none |    When we first clapped eyes on Funcom and Mighty Kingdom 's Conan Chop Chop , it was back on April 1 . ||| 当 我们 首次 将 目光 锁定 在 Funcom 跟 Mighty Kingdom 的 《 Conan Chop Chop 》 上 时 ， 那天 是 4月 1日 。 

Zealandia Zealandia | w_freq: 2 - 1 | wiki_freq: 525 - 1 | sentence_idx: 196729 | align_1: 1-3 | align_2: 2-7 | entity: Zealandia - Zealandia |    Why Zealandia is a new continent ? ||| 为什么 齐兰迪亚 ( Zealandia ) 几乎 肯定 是 一个 新 的 大陆 ？ 

Minecraft Minecraft | w_freq: 50 - 52 | wiki_freq: 1920 - 475 | sentence_idx: 201761 | align_1: 10-7 | align_2: 11-12 | entity: Minecraft - none |    " It seems like Microsoft is looking at Mojang and Minecraft as a way to tap into this enormous cultural phenomenon . ||| “ 看起来 微软 正在 考虑 Mojang 和 Minecraft ， 并 将 之 作为 挖掘 这 一 巨大 的 文化 现象 的 一 种 方式 。 

Jem Jem | w_freq: 25 - 1 | wiki_freq: 1806 - 0 | sentence_idx: 204415 | align_1: 14-12 | align_2: 15-16 | entity: Jem - none |    And I think a lot of the guys , as I recall , liked Jem too . ||| 很多 人    ， 我 记得   ， 喜欢 Jem   ， 也 是   。 

SR-71 SR-71 | w_freq: 4 - 4 | wiki_freq: 775 - 160 | sentence_idx: 207591 | align_1: 7-5 | align_2: 8-10 | entity: SR-71 - none |    Since it was built to intercept the SR-71 it was required to have an extreme speed , hence its mach 3.2 top capability . ||| 由于 它 是 为了 拦截 SR-71 而 建造 的 ， 因此 需要 具有 极 高 的 速度 ， 因此 它 具有 Mach 3.2 的 顶级 能力 。 

Goodwood 古德伍德 | w_freq: 4 - 3 | wiki_freq: 3647 - 27 | sentence_idx: 208061 | align_1: 5-4 | align_2: 6-9 | entity: Goodwood - 古德伍德 |    For more than 170 years Goodwood has been a hub of community gatherings and connection . ||| 170多 年 来 ， 古德伍德 （ Good wood ） 一直 是 社区 聚会 和 连接 的 枢纽 。 

Jadalem Jadalem | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 209707 | align_1: 16-19 | align_2: 17-24 | entity: Jadalem - none |    He saw God for the first time during his second trip , on a planet called Jadalem that ’s mostly covered in water and ice . ||| 他 首次 见到 耶稣 是 在 第二 次 天堂 之 旅 中 ， 当时 他 在 一 颗 名叫 Jadalem 的 星球 上 ， 那 颗 星球 主要 被 水 和 冰所 覆盖 。 

Minecraft Minecraft | w_freq: 50 - 52 | wiki_freq: 1920 - 475 | sentence_idx: 214520 | align_1: 10-7 | align_2: 11-12 | entity: Minecraft - none |    “ It seems like Microsoft is looking at Mojang and Minecraft as a way to tap into this enormous cultural phenomenon . ||| “ 看起来 微软 正在 考虑 Mojang 和 Minecraft ， 并 将 之 作为 挖掘 这 一 巨大 的 文化 现象 的 一 种 方式 。 

Eckert Eckert | w_freq: 4 - 4 | wiki_freq: 1598 - 22 | sentence_idx: 220490 | align_1: 0-0 | align_2: 1-4 | entity: Eckert - none |    Eckert began to hear about the impact of CAD / CAM in the jewelry industry and wanted to know more . ||| Eckert （ 埃克特 ） 开始 听说 CAD/CAM 在 珠宝 行业 的 影响力 ， 然后 便 想 了解 更 多 。 

Sinim 秦国 | w_freq: 3 - 6 | wiki_freq: 16 - 3579 | sentence_idx: 220850 | align_1: 15-18 | align_2: 16-32 | entity: Sinim - none |    these from the north and from the west ; and these from the land of Sinim . ” ||| “ 看 哪 ！ 这些 从 远方 来 ﹔ 这些 从 北方 、 从 西方 来﹔ 这些 从 秦国 来 （ 注 ： " 秦 " 原音 作 " 希尼 " ） 。 

Foodette 召嘉 | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 222889 | align_1: 3-3 | align_2: 4-9 | entity: Foodette - none |    And grievously hath Foodette answer’d it . ||| 上 大怒 ， 召嘉 诣尚书 ， 以 他 事 责问 。 

DOLLAR 沃尔玛 | w_freq: 2 - 75 | wiki_freq: 19 - 435 | sentence_idx: 223549 | align_1: 3-11 | align_2: 4-27 | entity: none - 沃尔玛 |    Title : ALMIGHTY DOLLAR : Follow the Incredible Journey of a Single Dollar to See How the Global Economy Really Works ||| . 一 美元 的 全球 经济 之 旅 ： 从 美国 沃尔玛 、 中国 央行 到 奈及利亚 铁路 ， 洞悉 世界 的 运作 真相 The Almighty Dollar : Follow the Incredible Journey of a Single Dollar to See How the Global Economy Really Works . 

Existence Existence | w_freq: 11 - 4 | wiki_freq: 1931 - 12 | sentence_idx: 227077 | align_1: 5-6 | align_2: 6-18 | entity: Hotel Existence - none |    Dream Days at the Hotel Existence ( 2007 ) ||| 《 Dream Days at the Hotel Existence （ 英语 ： Dream Days at the Hotel Existence ） 》 （ 2007 ） 

Eurodad Eurodad | w_freq: 1 - 1 | wiki_freq: 12 - 0 | sentence_idx: 228391 | align_1: 15-11 | align_2: 16-19 | entity: Eurodad - none |    [ 12 ] We are not in the habit of engaging in lobbying – unlike Eurodad , another organisation that is mobilised around the issue of debt . ||| [ 11 ] 我们 不 习惯 搞 游说 　 ── 不 像 Eurodad （ 债务 和 发展 欧洲 网络 ） ， 它 是 围绕 债务 问题 动员 起来 的 另 一个 组织 。 

NPT 核武器 | w_freq: 22 - 480 | wiki_freq: 924 - 2925 | sentence_idx: 228456 | align_1: 21-24 | align_2: 22-29 | entity: NPT - none |    Until now the ALP ( Australian Labour Party ) policy had allowed uranium exports only to countries that have signed the NPT . ||| 到 现在 为止 的 ALP （ 澳大利亚 工党 ） 政策 ， 表示 只 允许 出口 铀 到 那些 已 签署 了 “ 不 扩散 核武器 条约 ” 的 国家 。 

Cent Cent | w_freq: 11 - 5 | wiki_freq: 3939 - 55 | sentence_idx: 230192 | align_1: 1-8 | align_2: 2-12 | entity: 50 Cent - none |    50 Cent – Before I Self-Destruct ||| 魔镜 歌词 网 ＞ 欧美 歌手 ＞ 50 Cent ( 五角 ) ＞ Before I Self Destruct 

Amitabha Amitabha | w_freq: 3 - 2 | wiki_freq: 578 - 1 | sentence_idx: 230304 | align_1: 18-16 | align_2: 19-24 | entity: Amitabha - none |    But , for example , if I want to teach this to westerners , I just say " Amitabha , " just the name part—to simplify it . ||| 但是 ， 比如 ， 如果 我 要 对 西方人 教授 这个 ， 我 只 说 " Amitabha " （ 「 阿弥 他 巴 」 ， 只是 名号 部分 ―― 来 简化 之 。 

FAHISH 下流 | w_freq: 1 - 12 | wiki_freq: 0 - 472 | sentence_idx: 230400 | align_1: 11-12 | align_2: 12-20 | entity: FAHISH - none |    17:32 And go not near the zina : surely it is FAHISH . ||| 17 : 32 你们 不要 接近 私通 ， 因为 私通 确 是 下流 的 事 ， 这 行径 真 恶劣 ！ 

taqlid 麦道卫 | w_freq: 1 - 1 | wiki_freq: 157 - 0 | sentence_idx: 237443 | align_1: 7-7 | align_2: 8-11 | entity: none - 麦道卫 |    Rather they are people of imitation ( taqlid ) . ||| 他们 必定 是 虚构 的 ” （ 麦道卫 ， 11 页 ） 。 

Sadat 萨达特 | w_freq: 9 - 5 | wiki_freq: 3020 - 153 | sentence_idx: 240104 | align_1: 7-5 | align_2: 8-9 | entity: Sadat - 萨达特 ( SADAT |    He has supported the private security company Sadat , which some analysts consider a “ shadow ” or “ private ” army . ||| 他 支持 私人 安保 公司 萨达特 ( SADAT ) ， 一些 分析 人士 认为 该 公司 是 一 支 " 影子 " 或 " 私人 " 军队 。 

Samay Samay | w_freq: 3 - 6 | wiki_freq: 299 - 0 | sentence_idx: 246644 | align_1: 4-5 | align_2: 5-12 | entity: Soluna Samay - none |    15 Denmark English Soluna Samay " Should 've Known Better " — 23 21 ||| 15 丹麦 英语 6 Soluna Samay （ 英语 ： Soluna Samay ） " Should've Known Better （ 英语 ： Should've Known Better ） " — 23 21 

Pryda 主悔改 | w_freq: 1 - 1 | wiki_freq: 44 - 0 | sentence_idx: 247280 | align_1: 10-7 | align_2: 11-15 | entity: Pryda - none |    If not called upon , the provision would revert to Pryda . ” ||| 如果 不是 这样 ， 就 应当 向 主悔改 、 祈求 ， 才 有 复兴 临到 。 

Existence Existence | w_freq: 11 - 4 | wiki_freq: 1931 - 12 | sentence_idx: 251229 | align_1: 5-6 | align_2: 6-18 | entity: Hotel Existence - none |    Dream Days at the Hotel Existence ( 2007 ) ||| 《 Dream Days at the Hotel Existence （ 英语 ： Dream Days at the Hotel Existence ） 》 （ 2007 ） 

Crocker 贝蒂妙 | w_freq: 8 - 1 | wiki_freq: 4667 - 0 | sentence_idx: 252366 | align_1: 5-5 | align_2: 6-12 | entity: Crocker - 贝蒂妙 厨 |    " If someone likes Betty Crocker and they tell that to 150 other people , they are helping us to market our brand . ||| “ 如果 有 个人 喜欢 贝蒂妙 厨 这 两 个 品牌 ， 并且 告诉 了 其他 150 个人 ， 他们 就 在 帮助 我们 销售 品牌 。 

Hottie Hottie | w_freq: 2 - 2 | wiki_freq: 155 - 2 | sentence_idx: 252617 | align_1: 22-26 | align_2: 23-35 | entity: Hottie - none |    Very soon after at 2:16 , he says , “ Have any of you enjoyed this special pizza here tonight called the Hottie ? … If you have n’t had it , you should try it , it ’s delicious . ” ||| 之后 不久 ， 在 2:16 ， 他 说 ： “ 你们 有 没有 人 品尝 / 享受 过 今晚 这里 的 这个 特别 的 披萨 叫 Hottie （ 字面 上 是 辣妹 的 意思 ） ？ …… 如果 你 还 没有 ， 你 应该 试 一下 ， 它 很 美味 。 

Thieves Thieves | w_freq: 17 - 6 | wiki_freq: 4177 - 32 | sentence_idx: 258753 | align_1: 2-2 | align_2: 3-9 | entity: Thieves - none |    Sea of Thieves can only be played while online . ||| Sea of Thieves （ 盗贼 之 海 ） 只 可以 在线 玩 。 

Glassley Glassley | w_freq: 1 - 1 | wiki_freq: 4 - 0 | sentence_idx: 259907 | align_1: 12-9 | align_2: 13-15 | entity: William E. Glassley - none |    “ Very few people have spent as much time as William E. Glassley in such deep wilderness . ||| “ 很少 有人 像 威廉·E·格拉斯利 （ William E . Glassley ） 一样 如此 深入 地 在 荒野 中 度过 这么 长 时间 。 

Wal-Mart Wal-Mart | w_freq: 19 - 7 | wiki_freq: 2077 - 15 | sentence_idx: 260389 | align_1: 2-2 | align_2: 3-6 | entity: Wal-Mart - Wal-Mart |    But when Wal-Mart mandated that it use the Internet and AS2 standard to do business , it quickly needed new technology . ||| 但 当 Wal-Mart （ 沃尔玛 ） 规定 使用 Internet 和 AS2 标准 来 开展 业务 时 ， 它 需要 立即 使用 新 技术 。 

Hud 沿袭寨 | w_freq: 6 - 1 | wiki_freq: 635 - 0 | sentence_idx: 261009 | align_1: 7-2 | align_2: 8-7 | entity: Hud - none |    Gone are Aad , the people of Hud . ||| 佤族人 至今 沿袭寨 主制 ， 寨主 世袭 。 

Harun 哈伦 | w_freq: 8 - 12 | wiki_freq: 2550 - 199 | sentence_idx: 262879 | align_1: 0-2 | align_2: 1-7 | entity: Harun - 哈伦 |    Harun had earlier said to them , “ My people ! ||| “ 以前 哈伦 ( 亚伦 ) 确 已 对 他们 说 : ‘ 我 的 宗族 啊 ! 

ISHL ISHL | w_freq: 1 - 1 | wiki_freq: 9 - 0 | sentence_idx: 265708 | align_1: 17-25 | align_2: 18-32 | entity: ISHL - none |    Japan Existing and New Chemical Substances Inventory ( ENCS ) and Industrial Safety and Health Law ( ISHL ) ||| 日本 Existing and New Chemical Substances Inventory ( ENCS ) （ 现有 和 新 化学 物质 名录 ） 和 Industrial Safety and Health Law ( ISHL ) （ 工业 安全 和 健康法 ） 

HotOrNot hotor | w_freq: 1 - 1 | wiki_freq: 2 - 0 | sentence_idx: 265998 | align_1: 9-9 | align_2: 10-13 | entity: HotOrNot - none |    Sure , you can put your face up on HotOrNot or buy one of those Ugly iPhone apps to gauge your “ scientific ” attractiveness rating . ||| 当然 ， 你 可以 把 你 的 脸贴 在 hotor not 上 ， 或者 买 一个 丑陋 的 iPhone 应用 来 衡量 你 的 “ 科学 ” 吸引力 。 

All-Care 天起誓 | w_freq: 1 - 2 | wiki_freq: 1 - 0 | sentence_idx: 267117 | align_1: 5-7 | align_2: 6-12 | entity: All-Care - none |    Many pet owners swear by All-Care . ||| 所以 很多 毒誓 ， 都 是 对 天起誓 ， 真的 会 灵验 。 

Mahavira 马哈维亚 | w_freq: 3 - 3 | wiki_freq: 1410 - 0 | sentence_idx: 267828 | align_1: 5-4 | align_2: 6-8 | entity: Mahavira - 马哈维亚 |    When first they looked at Mahavira because he had renounced the money , he became very important . ||| 当 他们 初次 看到 马哈维亚 时 ， 是 因为 他 放弃 了 金钱 ， 他 变得 非常 重要 了 。 

Veyne Veyne | w_freq: 1 - 1 | wiki_freq: 46 - 0 | sentence_idx: 268564 | align_1: 1-5 | align_2: 2-10 | entity: Paul Veyne - none |    Paul Veyne , Did the Greeks Believe in Their Myths ? ||| 保罗 ． 韦纳 （ Paul Veyne ） 著 ， 张 竝译︰ 《 古希腊人 是否 相信 他们 的 神话 ︰论 构建 的 想像 》 （ Did the Greeks Believe in Their Myths ? 

Upstairs 楼上 | w_freq: 7 - 74 | wiki_freq: 1873 - 1013 | sentence_idx: 271623 | align_1: 0-3 | align_2: 1-14 | entity: none - 罗斯福 家 楼上 |    Upstairs at the Roosevelts\ ' : Growing Up with Franklin and Eleanor ||| 《 罗斯福 家 楼上 ： 与 富兰克林 和 埃莉诺 一起 长大 》 UPS TAIRS AT THE ROOSEVELTS ’ : GROWING UP WITH FRANKLIN AND ELEA NOR 

READ 卫报 | w_freq: 16 - 172 | wiki_freq: 274 - 1758 | sentence_idx: 271659 | align_1: 0-1 | align_2: 1-9 | entity: none - 英国 卫报 |    READ Reach ‘ peak meat ’ by 2030 to tackle climate crisis , say scientists ||| 英国 卫报 报导 （ 2019年 12月 12日 ） ， Reach ' peak meat ' by 2030 to tackle climate crisis , say scientists 

Gent --杰 | w_freq: 2 - 1 | wiki_freq: 2868 - 0 | sentence_idx: 272106 | align_1: 9-1 | align_2: 10-8 | entity: Gent - none |    It is dated in the upper right : " Gent . ||| 人杰地灵 --杰 ： 杰出 ； 灵 ： 好 。 

mage 项瑾 | w_freq: 2 - 1 | wiki_freq: 912 - 1 | sentence_idx: 279342 | align_1: 1-0 | align_2: 2-5 | entity: none - 项瑾 |    The mage said he would meet us here , so here we shall wait . ” ||| 项瑾 回答 ： “ 他 说 他 过来 找 我们 ， 我们 就 在 这 等等 吧 。 

Driscoll Driscoll | w_freq: 11 - 6 | wiki_freq: 3878 - 18 | sentence_idx: 282779 | align_1: 1-1 | align_2: 2-6 | entity: Mark Driscoll - none |    Mark Driscoll , Tasting the Future ||| Mark Driscoll , 创始人 & 董事 , Tasting the Future 

Marketplace Marketplace | w_freq: 44 - 24 | wiki_freq: 3322 - 78 | sentence_idx: 283713 | align_1: 13-12 | align_2: 14-17 | entity: Marketplace - none |    Under the proposed rule , Section 1557 also applies to the Health Insurance Marketplace and health programs administered by the Department of Health and Human Services ( HHS ) . ||| 根据 拟议 规则 ， 第 1557 节 也 适用 于 Health Insurance Marketplace （ 健保 市场 ） 及 由 Department of Health and Human Services （ HHS ， 卫生 和 公共 服务部 ） 管理 的 健康 计划 。 

HHS HHS | w_freq: 28 - 28 | wiki_freq: 1728 - 24 | sentence_idx: 283713 | align_1: 27-26 | align_2: 28-32 | entity: HHS - none |    Under the proposed rule , Section 1557 also applies to the Health Insurance Marketplace and health programs administered by the Department of Health and Human Services ( HHS ) . ||| 根据 拟议 规则 ， 第 1557 节 也 适用 于 Health Insurance Marketplace （ 健保 市场 ） 及 由 Department of Health and Human Services （ HHS ， 卫生 和 公共 服务部 ） 管理 的 健康 计划 。 

Goyim-cattle cattle | w_freq: 2 - 2 | wiki_freq: 0 - 12 | sentence_idx: 285071 | align_1: 16-16 | align_2: 17-20 | entity: Goyim-cattle - none |    This is because , contrary to what Rabbi Finkelstein says in the interview , the „ Goyim-cattle “ is not made up of stupid people and cowards . ||| 这是 因为 ， 与 Rabbi Finkelstein 在 采访 中 说 的 相反 ， “ goyim – cattle （ 牧群 ） ” 不是 由 愚蠢 的 人和 懦夫 组成 的 。 

Goyim-cattle goyim | w_freq: 2 - 3 | wiki_freq: 0 - 0 | sentence_idx: 285071 | align_1: 16-14 | align_2: 17-20 | entity: Goyim-cattle - none |    This is because , contrary to what Rabbi Finkelstein says in the interview , the „ Goyim-cattle “ is not made up of stupid people and cowards . ||| 这是 因为 ， 与 Rabbi Finkelstein 在 采访 中 说 的 相反 ， “ goyim – cattle （ 牧群 ） ” 不是 由 愚蠢 的 人和 懦夫 组成 的 。 

Matplotlib Matplotlib | w_freq: 3 - 1 | wiki_freq: 32 - 0 | sentence_idx: 286285 | align_1: 4-2 | align_2: 5-6 | entity: Matplotlib - none |    Seaborn is based on Matplotlib and highly dependent on that . ||| Seaborn 基于 Matplotlib   , 并 高度 依赖 于 此      。 

NACE NACE | w_freq: 5 - 4 | wiki_freq: 148 - 1 | sentence_idx: 286445 | align_1: 3-3 | align_2: 4-12 | entity: NACE - none |    Brooks : In NACE we have 81 member institutions . ||| Brooks ： 在 NACE （ 国家 电子 顾问 委员会 ） 中 ， 我们 有 81 个 成员 机构 。 

ByteDance 字节 | w_freq: 3 - 29 | wiki_freq: 207 - 1315 | sentence_idx: 289022 | align_1: 22-23 | align_2: 23-31 | entity: ByteDance - none |    Even if TikTok ’s policies are clear on paper , what if Chinese authorities decided they did n’t like them and pressured ByteDance ? ||| 即使 TikTok 的 政策 在 纸面 上 是 明确 的 ， 但 如果 中国 当局 决定 不 喜欢 这些 政策 ， 并 向 字节 跳动 施压 ， 结果 会 怎样 呢 ? 

WTO 世贸 | w_freq: 406 - 202 | wiki_freq: 3840 - 1186 | sentence_idx: 289756 | align_1: 2-1 | align_2: 3-5 | entity: WTO - 世贸 组织 |    In the WTO they exert continuous pressure to reduce tariffs even further and faster than agreed , and to expand its jurisdiction into areas that were not in the original mandate ( such as foreign investment and competition law ) . ||| 在 世贸 组织 中 ， 它们 施加 了 持续 的 压力 ， 要求 其 以 比 商定 的 方式 进一步 和 更 快 地 降低 关税 ， 并 将 其 管辖 范围 扩大 到 原始 任务 规定 以外 的 领域 （ 例如 外国 投资 和 竞争法 ） 

Saudi-owned 沙特 | w_freq: 1 - 347 | wiki_freq: 51 - 1861 | sentence_idx: 290287 | align_1: 3-3 | align_2: 4-9 | entity: Saudi-owned - 沙特 |    He also told Saudi-owned Al Arabiya TV there are discussions with Europe about the possibility of forming a maritime alliance in the Gulf area . ||| 他 还 告诉 沙特 拥有 的 阿拉比耶 电视台 （ Al Arabiya TV ） ， 正在 与 欧洲 讨论 在 海湾 地区 组建 海上 联盟 的 可能性 。 

Chirag Chirag | w_freq: 3 - 3 | wiki_freq: 625 - 5 | sentence_idx: 294309 | align_1: 4-2 | align_2: 5-6 | entity: Chirag - none |    The production started from Chirag and it continues successfully . ||| 生产 始于 Chirag 部分 领域 ， 并 继续 成功 。 

RTM RTM | w_freq: 10 - 10 | wiki_freq: 888 - 145 | sentence_idx: 297684 | align_1: 6-6 | align_2: 7-11 | entity: RTM - none |    Our original plan was to hold RTM until all the billing infrastructure is in place . ||| 我们 最初 的 计划 是 搁置 RTM 版本 的 发布 ， 直到 所有 的 计费 基础 设施 到位 。 

Kiribati 基里巴斯 | w_freq: 14 - 13 | wiki_freq: 3668 - 472 | sentence_idx: 302986 | align_1: 19-16 | align_2: 20-21 | entity: Kiribati - 基里巴斯 |    As a result of this , around 1,500 residents left the island in 2006 to return to Tuvalu and Kiribati as part of a repatriation program of immigrant workers . ||| 因此    ， 2006年 约 有 1,500 名 居民 离开 该岛 返回 图瓦卢 和 基里巴斯    ， 作为 移民 工人 遣返 计划    的 一部分    。 

Degrees Degrees | w_freq: 33 - 17 | wiki_freq: 4212 - 36 | sentence_idx: 306003 | align_1: 12-10 | align_2: 13-21 | entity: & 98 Degrees - none |    “ Thank God I Found You ” [ featuring Joe & 98 Degrees ] ||| 15.Thank God I Found You - Featuring Joe & 98 Degrees （ * 全 美 热门 单曲榜 1周 冠军 ， 2000 ） 

Degrees Degrees | w_freq: 33 - 17 | wiki_freq: 4212 - 36 | sentence_idx: 306004 | align_1: 12-12 | align_2: 13-23 | entity: & 98 Degrees - none |    “ Thank God I Found You ” [ featuring Joe & 98 Degrees ] ||| 15 . Thank God I Found You - Featuring Joe & 98 Degrees （ * 全 美 热门 单曲榜 1周 冠军 ， 2000 ） 

MJ MJ | w_freq: 29 - 35 | wiki_freq: 2039 - 179 | sentence_idx: 311804 | align_1: 9-6 | align_2: 10-12 | entity: MJ - none |    " “ I would appeal for anyone who knew MJ and may have information about what happened to her and in particular her association with the address in Vandrome Road where she was found to come forward . ||| “ 我 会 向 任何 知道 MJ 的 人 提出 上诉 ， 并且 可能 有关于 她 身上 发生 的 事情 的 信息 ， 特别 是 她 与 Vandrome路 上 的 地址 有关 ， 她 被 发现 会 挺身而出 。 

Provider Provider | w_freq: 42 - 10 | wiki_freq: 1939 - 65 | sentence_idx: 322884 | align_1: 24-23 | align_2: 25-29 | entity: Provider - none |    With WS-Federation , this is n't an issue , because the only system that has to be changed is the Auto Dealer 's Identity Provider service . ||| 而 使用 WS - Federation ， 这 将 不是 一个 问题 ， 因为 唯一 必须 更改 的 系统 是 Auto Dealer 的 Identity Provider （ 身份 提供 程序 ） 服务 。 

TMCs TMC | w_freq: 1 - 5 | wiki_freq: 10 - 31 | sentence_idx: 323930 | align_1: 5-4 | align_2: 6-9 | entity: TMCs - none |    We ’re different from other TMCs because our standard level of service includes customer-friendly software and expert corporate travel service . ||| 我们 与 其他 的 TMC 并 不 相同 ， 因为 我们 的 标准 服务 水平 包含 服务 于 客户 的 软件 以及 专业 的 商务 差旅 服务 。 

Eckert Eckert | w_freq: 4 - 4 | wiki_freq: 1598 - 22 | sentence_idx: 325435 | align_1: 0-0 | align_2: 1-4 | entity: Eckert - none |    Eckert began to hear about the impact of CAD / CAM in the jewellery industry and wanted to know more . ||| Eckert （ 埃克特 ） 开始 听说 CAD/CAM 在 珠宝 行业 的 影响力 ， 然后 便 想 了解 更 多 。 

FAB 佛家 | w_freq: 7 - 1 | wiki_freq: 816 - 251 | sentence_idx: 328160 | align_1: 3-1 | align_2: 4-6 | entity: FAB - none |    We hope at FAB to provide a space for God 's people to gather together in worship of the living God . ||| 就 佛家 的 角度 ， 绝对 是 个 乘愿 到 娑婆 世界 接引 众生 的 菩萨 。 

Maryam 麦尔彦之子尔 | w_freq: 77 - 2 | wiki_freq: 2582 - 0 | sentence_idx: 328386 | align_1: 6-7 | align_2: 7-12 | entity: Maryam - 麦尔彦之子尔 撒 |    Such is Isa , son of Maryam ; ( this is ) the saying of truth about which they dispute.32 ||| （ 36：82 ） 真主 就 这样 叙述 麦尔彦之子尔 撒 「 有 」 ， 他 就是 为 一个 被 造物 。 

Mar-a-Lago Mar-a-Lago | w_freq: 8 - 8 | wiki_freq: 451 - 5 | sentence_idx: 328812 | align_1: 10-8 | align_2: 11-13 | entity: Mar-a-Lago - none |    ‘ I was recruited at a very young age from Mar-a-Lago and entrapped in a world that I did n’t understand . ||| “ 我 很 小 的 时候 就 从 Mar-a-Lago 招募 来 的 ， 并且 陷入 了 一个 我 不 了解 的 世界 。 

Tumblr Tumblr | w_freq: 74 - 73 | wiki_freq: 1630 - 159 | sentence_idx: 332690 | align_1: 15-14 | align_2: 16-19 | entity: Tumblr - none |    In all other regions , you must be at least 13 years old to use Tumblr . ||| 而 在 所有 其他 地区 ， 你 必须 至少 年满 13 岁方 可 使用 Tumblr ， 绝 无 例外 。 

Northup Northup | w_freq: 2 - 4 | wiki_freq: 792 - 3 | sentence_idx: 335149 | align_1: 1-1 | align_2: 2-8 | entity: Harry Northup - Harry Northup |    Harry Northup as Joe & Jim 's bartender ||| Harry Northup （ 英语 ： Harry Northup ） 饰 Joe & Jim's bartender 

Autoweek Autoweek | w_freq: 4 - 4 | wiki_freq: 92 - 3 | sentence_idx: 335232 | align_1: 7-14 | align_2: 8-18 | entity: Autoweek - none |    I feel ready , " he told Autoweek . ||| 我 感觉 已经 准备 好 了    ， ” 他 告诉 《 Autoweek 》   。 

Nussbaum 玛莎·努斯鲍姆 | w_freq: 5 - 1 | wiki_freq: 1290 - 9 | sentence_idx: 337479 | align_1: 3-2 | align_2: 4-16 | entity: Martha Nussbaum - 玛莎·努斯鲍姆 |    ( See Martha Nussbaum , From Disgust to Humanity : Sexual Orientation and Constitutional Law ) . ||| （ 详见 玛莎·努斯鲍姆 所 著 《 从 厌恶 到 人性 ： 性 倾向 与 宪法 》 ， From Disgust to Humanity : Sexual Orientation and Constitutional Law ） 。 

YORK YORK | w_freq: 50 - 7 | wiki_freq: 199 - 16 | sentence_idx: 338401 | align_1: 1-2 | align_2: 2-6 | entity: NEW YORK - N EW YORK |    NEW YORK – Apple wants the plastic credit card to become as rare as the paper check . ||| N EW YORK （ 美联社 ） - Apple 希望 塑料 信用卡 变 得 像 纸质 支票 一样 罕见 。 

